"id_odsp","link_odsp","adv_stats","date","league","season","country","ht","at","fthg","ftag","odd_h","odd_d","odd_a","odd_over","odd_under","odd_bts","odd_bts_n"
"2VhabDtK/","/soccer/italy/serie-a-2011-2012/napoli-lazio-2VhabDtK/",TRUE,2011-11-19,"I1","2012","italy","Napoli","Lazio",0,0,2.12,3.4,5.11,NA,NA,NA,NA
"6wQ9wWJ0/","/soccer/italy/serie-a-2011-2012/fiorentina-ac-milan-6wQ9wWJ0/",TRUE,2011-11-19,"I1","2012","italy","Fiorentina","AC Milan",0,0,4.24,3.5,2.14,NA,NA,NA,NA
"drXWWIam/","/soccer/england/premier-league-2011-2012/manchester-city-newcastle-utd-drXWWIam/",FALSE,2011-11-19,"E0","2012","england","Manchester City","Newcastle",3,1,1.34,5.8,13,NA,NA,NA,NA
"dSllVdUa/","/soccer/england/premier-league-2011-2012/stoke-city-qpr-dSllVdUa/",FALSE,2011-11-19,"E0","2012","england","Stoke City","QPR",2,3,1.9,3.65,4.9,NA,NA,NA,NA
"EauvpEKD/","/soccer/spain/primera-division-2011-2012/barcelona-zaragoza-EauvpEKD/",TRUE,2011-11-19,"SP1","2012","spain","Barcelona","Real Zaragoza",4,0,1.09,15,51,NA,NA,NA,NA
"Ec2SEcUt/","/soccer/germany/bundesliga-2011-2012/freiburg-hertha-berlin-Ec2SEcUt/",TRUE,2011-11-19,"D1","2012","germany","SC Freiburg","Hertha Berlin",2,2,2.72,3.63,3,NA,NA,NA,NA
"EimWVgLu/","/soccer/france/ligue-1-2011-2012/montpellier-marseille-EimWVgLu/",TRUE,2011-11-19,"F1","2012","france","Montpellier","Marseille",1,0,3.35,3.2,2.82,NA,NA,NA,NA
"EJRyWxFg/","/soccer/england/premier-league-2011-2012/norwich-arsenal-EJRyWxFg/",FALSE,2011-11-19,"E0","2012","england","Norwich City","Arsenal",1,2,5.6,3.95,1.78,NA,NA,NA,NA
"hrnzVDzn/","/soccer/france/ligue-1-2011-2012/nice-st-etienne-hrnzVDzn/",TRUE,2011-11-19,"F1","2012","france","Nice","St Etienne",0,2,2.42,3.11,3.55,NA,NA,NA,NA
"IiYSXbps/","/soccer/england/premier-league-2011-2012/everton-wolves-IiYSXbps/",FALSE,2011-11-19,"E0","2012","england","Everton","Wolves",2,1,1.65,3.99,6.8,NA,NA,NA,NA
"jklhUGq6/","/soccer/england/premier-league-2011-2012/sunderland-fulham-jklhUGq6/",FALSE,2011-11-19,"E0","2012","england","Sunderland","Fulham",0,0,2.5,3.35,3.4,NA,NA,NA,NA
"MkrmqGkQ/","/soccer/spain/primera-division-2011-2012/valencia-real-madrid-MkrmqGkQ/",FALSE,2011-11-19,"SP1","2012","spain","Valencia","Real Madrid",2,3,6,4.3,1.85,NA,NA,NA,NA
"MwpEBjzO/","/soccer/france/ligue-1-2011-2012/evian-tg-lorient-MwpEBjzO/",TRUE,2011-11-19,"F1","2012","france","Evian Thonon Gaillard","Lorient",2,1,2.86,3.1,3.54,NA,NA,NA,NA
"nHs1SfEI/","/soccer/england/premier-league-2011-2012/west-brom-bolton-nHs1SfEI/",FALSE,2011-11-19,"E0","2012","england","West Brom","Bolton",2,1,2.08,3.58,4.19,NA,NA,NA,NA
"OrnWxESg/","/soccer/spain/primera-division-2011-2012/villarreal-betis-OrnWxESg/",TRUE,2011-11-19,"SP1","2012","spain","Villarreal","Real Betis",1,0,2.21,3.5,4.09,NA,NA,NA,NA
"OYrlAZrC/","/soccer/germany/bundesliga-2011-2012/b-monchengladbach-werder-bremen-OYrlAZrC/",TRUE,2011-11-19,"D1","2012","germany","Borussia Monchengladbach","Werder Bremen",5,0,2.46,3.6,3.15,NA,NA,NA,NA
"pr2iMW7e/","/soccer/england/premier-league-2011-2012/swansea-manchester-united-pr2iMW7e/",FALSE,2011-11-19,"E0","2012","england","Swansea","Manchester Utd",0,1,7.8,4.4,1.62,NA,NA,NA,NA
"prppBFT5/","/soccer/germany/bundesliga-2011-2012/wolfsburg-hannover-prppBFT5/",TRUE,2011-11-19,"D1","2012","germany","VfL Wolfsburg","Hannover 96",4,1,2.63,3.6,3.1,NA,NA,NA,NA
"Q7t5RETO/","/soccer/england/premier-league-2011-2012/wigan-blackburn-Q7t5RETO/",FALSE,2011-11-19,"E0","2012","england","Wigan","Blackburn",3,3,2.63,3.48,3,NA,NA,NA,NA
"ShEIyAlD/","/soccer/italy/serie-a-2011-2012/inter-cagliari-ShEIyAlD/",TRUE,2011-11-19,"I1","2012","italy","Internazionale","Cagliari",2,1,1.64,4.09,7.8,NA,NA,NA,NA
"UPQeKJ6J/","/soccer/germany/bundesliga-2011-2012/schalke-nurnberg-UPQeKJ6J/",TRUE,2011-11-19,"D1","2012","germany","Schalke 04","Nurnberg",4,0,1.82,3.84,5.14,NA,NA,NA,NA
"vFf9CWKH/","/soccer/france/ligue-1-2011-2012/dijon-bordeaux-vFf9CWKH/",TRUE,2011-11-19,"F1","2012","france","Dijon FCO","Bordeaux",2,0,3.54,3.2,2.52,NA,NA,NA,NA
"Wli1Ehj5/","/soccer/france/ligue-1-2011-2012/ac-ajaccio-caen-Wli1Ehj5/",TRUE,2011-11-19,"F1","2012","france","AC Ajaccio","Caen",2,2,3.4,3.23,2.54,NA,NA,NA,NA
"xh95ezUI/","/soccer/germany/bundesliga-2011-2012/bayern-munich-dortmund-xh95ezUI/",TRUE,2011-11-19,"D1","2012","germany","Bayern Munich","Borussia Dortmund",0,1,1.65,4.3,6,NA,NA,NA,NA
"0Oe5DC5B/","/soccer/france/ligue-1-2011-2012/brest-sochaux-0Oe5DC5B/",TRUE,2011-11-20,"F1","2012","france","Brest","Sochaux",2,0,2,3.3,5,NA,NA,NA,NA
"8GPaJwMP/","/soccer/germany/bundesliga-2011-2012/hamburger-hoffenheim-8GPaJwMP/",TRUE,2011-11-20,"D1","2012","germany","Hamburg SV","TSG Hoffenheim",2,0,2.44,3.65,3.1,NA,NA,NA,NA
"AJtuUXkh/","/soccer/france/ligue-1-2011-2012/paris-sg-nancy-AJtuUXkh/",TRUE,2011-11-20,"F1","2012","france","Paris Saint-Germain","AS Nancy Lorraine",0,1,1.32,5.3,15.23,NA,NA,NA,NA
"bDM1uhkl/","/soccer/italy/serie-a-2011-2012/bologna-cesena-bDM1uhkl/",TRUE,2011-11-20,"I1","2012","italy","Bologna","Cesena",0,1,2.17,3.25,4.4,NA,NA,NA,NA
"GhuuoxLD/","/soccer/spain/primera-division-2011-2012/gijon-getafe-GhuuoxLD/",TRUE,2011-11-20,"SP1","2012","spain","Sporting Gijon","Getafe",2,1,2.44,3.4,3.3,NA,NA,NA,NA
"GxZZiBJm/","/soccer/italy/serie-a-2011-2012/siena-atalanta-GxZZiBJm/",TRUE,2011-11-20,"I1","2012","italy","Siena","Atalanta",2,2,2.24,3.2,4.09,NA,NA,NA,NA
"hzM5vC4f/","/soccer/italy/serie-a-2011-2012/catania-chievo-hzM5vC4f/",TRUE,2011-11-20,"I1","2012","italy","Catania","Chievo Verona",1,2,2.16,3.2,4.41,NA,NA,NA,NA
"l2FExjZ6/","/soccer/italy/serie-a-2011-2012/genoa-novara-l2FExjZ6/",TRUE,2011-11-20,"I1","2012","italy","Genoa","Novara",1,0,1.63,3.95,7,NA,NA,NA,NA
"MFZVhi4s/","/soccer/italy/serie-a-2011-2012/as-roma-lecce-MFZVhi4s/",TRUE,2011-11-20,"I1","2012","italy","AS Roma","Lecce",2,1,1.41,5,10,NA,NA,NA,NA
"MN5zDyag/","/soccer/germany/bundesliga-2011-2012/vfb-stuttgart-augsburg-MN5zDyag/",TRUE,2011-11-20,"D1","2012","germany","VfB Stuttgart","FC Augsburg",2,1,1.48,4.9,8.06,NA,NA,NA,NA
"ObUEvzbs/","/soccer/spain/primera-division-2011-2012/osasuna-rayo-vallecano-ObUEvzbs/",TRUE,2011-11-20,"SP1","2012","spain","Osasuna","Rayo Vallecano",0,0,2.24,3.4,3.7,NA,NA,NA,NA
"OvfeagRD/","/soccer/italy/serie-a-2011-2012/juventus-palermo-OvfeagRD/",TRUE,2011-11-20,"I1","2012","italy","Juventus","Palermo",3,0,1.42,4.97,10.18,NA,NA,NA,NA
"pfr4cXeQ/","/soccer/italy/serie-a-2011-2012/parma-udinese-pfr4cXeQ/",TRUE,2011-11-20,"I1","2012","italy","Parma","Udinese",2,0,2.92,3.2,2.86,NA,NA,NA,NA
"QeAakRFE/","/soccer/england/premier-league-2011-2012/chelsea-liverpool-QeAakRFE/",FALSE,2011-11-20,"E0","2012","england","Chelsea","Liverpool",1,2,1.9,3.8,4.7,NA,NA,NA,NA
"rXvmSBK4/","/soccer/france/ligue-1-2011-2012/valenciennes-auxerre-rXvmSBK4/",TRUE,2011-11-20,"F1","2012","france","Valenciennes","AJ Auxerre",2,1,2.22,3.1,4.38,NA,NA,NA,NA
"SSrqpdzK/","/soccer/spain/primera-division-2011-2012/atl-madrid-levante-SSrqpdzK/",TRUE,2011-11-20,"SP1","2012","spain","Atletico Madrid","Levante",3,2,1.61,4.2,6.6,NA,NA,NA,NA
"tzPJwfDm/","/soccer/spain/primera-division-2011-2012/real-sociedad-espanyol-tzPJwfDm/",FALSE,2011-11-20,"SP1","2012","spain","Real Sociedad","Espanyol",0,0,2.34,3.45,3.5,NA,NA,NA,NA
"z9tzof57/","/soccer/spain/primera-division-2011-2012/sevilla-ath-bilbao-z9tzof57/",TRUE,2011-11-20,"SP1","2012","spain","Sevilla","Athletic Bilbao",1,2,1.99,3.6,4.5,NA,NA,NA,NA
"4hhdTzaC/","/soccer/england/premier-league-2011-2012/tottenham-aston-villa-4hhdTzaC/",FALSE,2011-11-21,"E0","2012","england","Tottenham","Aston Villa",2,0,1.48,4.8,8.19,NA,NA,NA,NA
"I5ozxYs0/","/soccer/spain/primera-division-2011-2012/santander-malaga-I5ozxYs0/",TRUE,2011-11-21,"SP1","2012","spain","Racing Santander","Malaga",1,3,3.62,3.4,2.4,NA,NA,NA,NA
"ptkY4l3g/","/soccer/italy/serie-a-2011-2012/udinese-as-roma-ptkY4l3g/",TRUE,2011-11-25,"I1","2012","italy","Udinese","AS Roma",2,0,2.46,3.45,3.26,NA,NA,NA,NA
"UJTRPEra/","/soccer/germany/bundesliga-2011-2012/koln-b-monchengladbach-UJTRPEra/",TRUE,2011-11-25,"D1","2012","germany","FC Cologne","Borussia Monchengladbach",0,3,3.85,3.6,2.17,NA,NA,NA,NA
"6RcEqxUn/","/soccer/england/premier-league-2011-2012/chelsea-wolves-6RcEqxUn/",FALSE,2011-11-26,"E0","2012","england","Chelsea","Wolves",3,0,1.22,7.4,20.01,NA,NA,NA,NA
"84uJRzEn/","/soccer/germany/bundesliga-2011-2012/nurnberg-kaiserslautern-84uJRzEn/",TRUE,2011-11-26,"D1","2012","germany","Nurnberg","Kaiserslautern",1,0,2.06,3.65,4.07,NA,NA,NA,NA
"AV0ttVl4/","/soccer/france/ligue-1-2011-2012/sochaux-montpellier-AV0ttVl4/",TRUE,2011-11-26,"F1","2012","france","Sochaux","Montpellier",1,3,3.55,3.19,2.46,NA,NA,NA,NA
"bodniVYg/","/soccer/italy/serie-a-2011-2012/atalanta-napoli-bodniVYg/",TRUE,2011-11-26,"I1","2012","italy","Atalanta","Napoli",1,1,3.15,3.2,2.7,NA,NA,NA,NA
"d0OYtzE5/","/soccer/england/premier-league-2011-2012/norwich-qpr-d0OYtzE5/",FALSE,2011-11-26,"E0","2012","england","Norwich City","QPR",2,1,2.18,3.58,3.75,NA,NA,NA,NA
"dpvQNYc5/","/soccer/germany/bundesliga-2011-2012/augsburg-wolfsburg-dpvQNYc5/",FALSE,2011-11-26,"D1","2012","germany","FC Augsburg","VfL Wolfsburg",2,0,2.93,3.65,2.56,NA,NA,NA,NA
"Ei1MsGba/","/soccer/england/premier-league-2011-2012/manchester-united-newcastle-utd-Ei1MsGba/",FALSE,2011-11-26,"E0","2012","england","Manchester Utd","Newcastle",1,1,1.37,5.2,11.93,NA,NA,NA,NA
"EyJwtfTB/","/soccer/england/premier-league-2011-2012/stoke-city-blackburn-EyJwtfTB/",FALSE,2011-11-26,"E0","2012","england","Stoke City","Blackburn",3,1,1.91,3.97,4.59,NA,NA,NA,NA
"hSHsuErI/","/soccer/england/premier-league-2011-2012/sunderland-wigan-hSHsuErI/",FALSE,2011-11-26,"E0","2012","england","Sunderland","Wigan",1,2,1.75,3.98,6.2,NA,NA,NA,NA
"Ierh9gbI/","/soccer/germany/bundesliga-2011-2012/dortmund-schalke-Ierh9gbI/",TRUE,2011-11-26,"D1","2012","germany","Borussia Dortmund","Schalke 04",2,0,1.73,4.05,5.5,NA,NA,NA,NA
"j7wUMhDB/","/soccer/germany/bundesliga-2011-2012/hertha-berlin-bayer-leverkusen-j7wUMhDB/",TRUE,2011-11-26,"D1","2012","germany","Hertha Berlin","Bayer Leverkusen",3,3,2.96,3.6,2.56,NA,NA,NA,NA
"KhAeigSt/","/soccer/spain/primera-division-2011-2012/real-madrid-atl-madrid-KhAeigSt/",TRUE,2011-11-26,"SP1","2012","spain","Real Madrid","Atletico Madrid",4,1,1.22,8,17,NA,NA,NA,NA
"lzkalTIC/","/soccer/italy/serie-a-2011-2012/lazio-juventus-lzkalTIC/",TRUE,2011-11-26,"I1","2012","italy","Lazio","Juventus",0,1,3.1,3.3,2.65,NA,NA,NA,NA
"M7e8P94N/","/soccer/france/ligue-1-2011-2012/lille-brest-M7e8P94N/",TRUE,2011-11-26,"F1","2012","france","Lille","Brest",2,0,1.51,4.17,9.6,NA,NA,NA,NA
"MgMskb6P/","/soccer/england/premier-league-2011-2012/arsenal-fulham-MgMskb6P/",FALSE,2011-11-26,"E0","2012","england","Arsenal","Fulham",1,1,1.57,4.4,7,NA,NA,NA,NA
"nevNQfTh/","/soccer/germany/bundesliga-2011-2012/hoffenheim-freiburg-nevNQfTh/",TRUE,2011-11-26,"D1","2012","germany","TSG Hoffenheim","SC Freiburg",1,1,1.79,3.99,5.3,NA,NA,NA,NA
"nkHovYcO/","/soccer/england/premier-league-2011-2012/west-brom-tottenham-nkHovYcO/",FALSE,2011-11-26,"E0","2012","england","West Brom","Tottenham",1,3,4.04,3.7,2.2,NA,NA,NA,NA
"nL72mmYI/","/soccer/italy/serie-a-2011-2012/lecce-catania-nL72mmYI/",TRUE,2011-11-26,"I1","2012","italy","Lecce","Catania",0,1,2.92,3.25,2.84,NA,NA,NA,NA
"O289pIEt/","/soccer/england/premier-league-2011-2012/bolton-everton-O289pIEt/",FALSE,2011-11-26,"E0","2012","england","Bolton","Everton",0,2,3.54,3.46,2.4,NA,NA,NA,NA
"OEbUrX4o/","/soccer/france/ligue-1-2011-2012/nancy-dijon-OEbUrX4o/",TRUE,2011-11-26,"F1","2012","france","AS Nancy Lorraine","Dijon FCO",1,2,2.14,3.24,4.5,NA,NA,NA,NA
"rHd4QkkH/","/soccer/france/ligue-1-2011-2012/bordeaux-caen-rHd4QkkH/",TRUE,2011-11-26,"F1","2012","france","Bordeaux","Caen",2,0,1.75,3.65,6.6,NA,NA,NA,NA
"S6eouk4A/","/soccer/france/ligue-1-2011-2012/toulouse-valenciennes-S6eouk4A/",TRUE,2011-11-26,"F1","2012","france","Toulouse","Valenciennes",2,0,2.44,3.1,3.7,NA,NA,NA,NA
"Wv2xsBZc/","/soccer/france/ligue-1-2011-2012/st-etienne-ac-ajaccio-Wv2xsBZc/",FALSE,2011-11-26,"F1","2012","france","St Etienne","AC Ajaccio",3,1,1.55,4.09,9.19,NA,NA,NA,NA
"WY8cBjQP/","/soccer/italy/serie-a-2011-2012/novara-parma-WY8cBjQP/",TRUE,2011-11-26,"I1","2012","italy","Novara","Parma",2,1,2.9,3.21,2.94,NA,NA,NA,NA
"xI2YsiKi/","/soccer/france/ligue-1-2011-2012/rennes-evian-tg-xI2YsiKi/",TRUE,2011-11-26,"F1","2012","france","Stade Rennes","Evian Thonon Gaillard",3,2,1.67,3.81,7.2,NA,NA,NA,NA
"xMlmXdjP/","/soccer/germany/bundesliga-2011-2012/hannover-hamburger-xMlmXdjP/",TRUE,2011-11-26,"D1","2012","germany","Hannover 96","Hamburg SV",1,1,2.4,3.65,3.2,NA,NA,NA,NA
"YeEajDsm/","/soccer/spain/primera-division-2011-2012/rayo-vallecano-valencia-YeEajDsm/",TRUE,2011-11-26,"SP1","2012","spain","Rayo Vallecano","Valencia",1,2,3.45,3.6,2.27,NA,NA,NA,NA
"zLYOdF4J/","/soccer/spain/primera-division-2011-2012/getafe-barcelona-zLYOdF4J/",TRUE,2011-11-26,"SP1","2012","spain","Getafe","Barcelona",1,0,17.7,7.28,1.24,NA,NA,NA,NA
"0h7aRVZA/","/soccer/france/ligue-1-2011-2012/auxerre-lyon-0h7aRVZA/",TRUE,2011-11-27,"F1","2012","france","AJ Auxerre","Lyon",0,3,3.4,3.16,2.54,NA,NA,NA,NA
"2HaT5Umm/","/soccer/italy/serie-a-2011-2012/siena-inter-2HaT5Umm/",TRUE,2011-11-27,"I1","2012","italy","Siena","Internazionale",0,1,3.05,3.2,2.78,NA,NA,NA,NA
"ARzGliCa/","/soccer/spain/primera-division-2011-2012/betis-real-sociedad-ARzGliCa/",TRUE,2011-11-27,"SP1","2012","spain","Real Betis","Real Sociedad",2,3,1.78,3.8,5.6,NA,NA,NA,NA
"EBXSeZJP/","/soccer/spain/primera-division-2011-2012/levante-gijon-EBXSeZJP/",TRUE,2011-11-27,"SP1","2012","spain","Levante","Sporting Gijon",4,0,2.21,3.35,4.09,NA,NA,NA,NA
"EH6eLjN1/","/soccer/england/premier-league-2011-2012/swansea-aston-villa-EH6eLjN1/",FALSE,2011-11-27,"E0","2012","england","Swansea","Aston Villa",0,0,2.31,3.43,3.55,NA,NA,NA,NA
"EXvqzCCC/","/soccer/spain/primera-division-2011-2012/ath-bilbao-granada-cf-EXvqzCCC/",FALSE,2011-11-27,"SP1","2012","spain","Athletic Bilbao","Granada",0,1,1.39,5.28,10.76,NA,NA,NA,NA
"fDkek936/","/soccer/italy/serie-a-2011-2012/cesena-genoa-fDkek936/",TRUE,2011-11-27,"I1","2012","italy","Cesena","Genoa",2,0,2.81,3.2,2.96,NA,NA,NA,NA
"GMjijkl0/","/soccer/italy/serie-a-2011-2012/cagliari-bologna-GMjijkl0/",TRUE,2011-11-27,"I1","2012","italy","Cagliari","Bologna",1,1,1.84,3.55,5.65,NA,NA,NA,NA
"GrABOTJT/","/soccer/france/ligue-1-2011-2012/lorient-nice-GrABOTJT/",TRUE,2011-11-27,"F1","2012","france","Lorient","Nice",1,0,1.74,3.6,7.25,NA,NA,NA,NA
"hOwmZVRI/","/soccer/spain/primera-division-2011-2012/zaragoza-sevilla-hOwmZVRI/",TRUE,2011-11-27,"SP1","2012","spain","Real Zaragoza","Sevilla",0,1,3.2,3.48,2.46,NA,NA,NA,NA
"hrAgCWAJ/","/soccer/italy/serie-a-2011-2012/ac-milan-chievo-hrAgCWAJ/",TRUE,2011-11-27,"I1","2012","italy","AC Milan","Chievo Verona",4,0,1.35,5.4,12.01,NA,NA,NA,NA
"IidwKmSp/","/soccer/france/ligue-1-2011-2012/marseille-paris-sg-IidwKmSp/",TRUE,2011-11-27,"F1","2012","france","Marseille","Paris Saint-Germain",3,0,2.31,3.46,3.6,NA,NA,NA,NA
"KU1Irdqg/","/soccer/england/premier-league-2011-2012/liverpool-manchester-city-KU1Irdqg/",FALSE,2011-11-27,"E0","2012","england","Liverpool","Manchester City",1,1,2.76,3.45,2.82,NA,NA,NA,NA
"OQ0P6AYt/","/soccer/italy/serie-a-2011-2012/palermo-fiorentina-OQ0P6AYt/",TRUE,2011-11-27,"I1","2012","italy","Palermo","Fiorentina",2,0,2.62,3.4,3.12,NA,NA,NA,NA
"SID3kXdg/","/soccer/spain/primera-division-2011-2012/espanyol-osasuna-SID3kXdg/",TRUE,2011-11-27,"SP1","2012","spain","Espanyol","Osasuna",1,2,1.96,3.51,4.7,NA,NA,NA,NA
"vVzFSGbt/","/soccer/germany/bundesliga-2011-2012/mainz-bayern-munich-vVzFSGbt/",TRUE,2011-11-27,"D1","2012","germany","Mainz","Bayern Munich",3,2,8.6,5,1.48,NA,NA,NA,NA
"W8kvyhc6/","/soccer/spain/primera-division-2011-2012/mallorca-santander-W8kvyhc6/",TRUE,2011-11-27,"SP1","2012","spain","Mallorca","Racing Santander",2,1,1.83,3.75,5.2,NA,NA,NA,NA
"Wbnd8DDO/","/soccer/germany/bundesliga-2011-2012/werder-bremen-vfb-stuttgart-Wbnd8DDO/",TRUE,2011-11-27,"D1","2012","germany","Werder Bremen","VfB Stuttgart",2,0,2.29,3.67,3.4,NA,NA,NA,NA
"S2VKmBR5/","/soccer/spain/primera-division-2011-2012/malaga-villarreal-S2VKmBR5/",TRUE,2011-11-28,"SP1","2012","spain","Malaga","Villarreal",2,1,1.78,3.79,5.7,NA,NA,NA,NA
"2cJEnzcE/","/soccer/italy/serie-a-2011-2012/napoli-juventus-2cJEnzcE/",TRUE,2011-11-29,"I1","2012","italy","Napoli","Juventus",3,3,2.6,3.25,3.2,NA,NA,NA,NA
"ImjtItn3/","/soccer/spain/primera-division-2011-2012/barcelona-rayo-vallecano-ImjtItn3/",TRUE,2011-11-29,"SP1","2012","spain","Barcelona","Rayo Vallecano",4,0,1.07,19,51,NA,NA,NA,NA
"hjfJqvXp/","/soccer/italy/serie-a-2011-2012/genoa-ac-milan-hjfJqvXp/",TRUE,2011-12-02,"I1","2012","italy","Genoa","AC Milan",0,2,5.2,3.66,1.87,NA,NA,NA,NA
"MgbYX6dp/","/soccer/france/ligue-1-2011-2012/caen-marseille-MgbYX6dp/",TRUE,2011-12-02,"F1","2012","france","Caen","Marseille",1,2,4.2,3.35,2.15,NA,NA,NA,NA
"UcxYLCSH/","/soccer/germany/bundesliga-2011-2012/bayer-leverkusen-hoffenheim-UcxYLCSH/",TRUE,2011-12-02,"D1","2012","germany","Bayer Leverkusen","TSG Hoffenheim",2,0,1.81,3.92,5.3,NA,NA,NA,NA
"0GqXgDcB/","/soccer/england/premier-league-2011-2012/tottenham-bolton-0GqXgDcB/",FALSE,2011-12-03,"E0","2012","england","Tottenham","Bolton",3,0,1.33,5.6,13,NA,NA,NA,NA
"0pcxXQBj/","/soccer/france/ligue-1-2011-2012/dijon-sochaux-0pcxXQBj/",TRUE,2011-12-03,"F1","2012","france","Dijon FCO","Sochaux",0,0,2.29,3.43,3.8,NA,NA,NA,NA
"0WRFeZSb/","/soccer/england/premier-league-2011-2012/newcastle-utd-chelsea-0WRFeZSb/",FALSE,2011-12-03,"E0","2012","england","Newcastle","Chelsea",0,3,4.3,3.71,2,NA,NA,NA,NA
"230aj4m4/","/soccer/spain/primera-division-2011-2012/valencia-espanyol-230aj4m4/",TRUE,2011-12-03,"SP1","2012","spain","Valencia","Espanyol",2,1,1.6,4.23,7,NA,NA,NA,NA
"2VO3wEch/","/soccer/germany/bundesliga-2011-2012/kaiserslautern-hertha-berlin-2VO3wEch/",TRUE,2011-12-03,"D1","2012","germany","Kaiserslautern","Hertha Berlin",1,1,2.42,3.56,3.25,NA,NA,NA,NA
"AB698N9o/","/soccer/italy/serie-a-2011-2012/inter-udinese-AB698N9o/",TRUE,2011-12-03,"I1","2012","italy","Internazionale","Udinese",0,1,2.02,3.5,4.59,NA,NA,NA,NA
"AFIcv9JG/","/soccer/france/ligue-1-2011-2012/ac-ajaccio-lille-AFIcv9JG/",TRUE,2011-12-03,"F1","2012","france","AC Ajaccio","Lille",2,3,7.4,3.86,1.65,NA,NA,NA,NA
"dAHKm2XM/","/soccer/spain/primera-division-2011-2012/santander-villarreal-dAHKm2XM/",TRUE,2011-12-03,"SP1","2012","spain","Racing Santander","Villarreal",1,0,2.9,3.25,2.82,NA,NA,NA,NA
"EX2yflJ3/","/soccer/france/ligue-1-2011-2012/montpellier-lorient-EX2yflJ3/",TRUE,2011-12-03,"F1","2012","france","Montpellier","Lorient",4,0,2,3.5,4.9,NA,NA,NA,NA
"fwcihQIi/","/soccer/spain/primera-division-2011-2012/gijon-real-madrid-fwcihQIi/",TRUE,2011-12-03,"SP1","2012","spain","Sporting Gijon","Real Madrid",0,3,13.58,6.25,1.31,NA,NA,NA,NA
"fwqygXCH/","/soccer/england/premier-league-2011-2012/wigan-arsenal-fwqygXCH/",FALSE,2011-12-03,"E0","2012","england","Wigan","Arsenal",0,4,7,4.4,1.57,NA,NA,NA,NA
"GCL5xmlT/","/soccer/france/ligue-1-2011-2012/brest-st-etienne-GCL5xmlT/",TRUE,2011-12-03,"F1","2012","france","Brest","St Etienne",2,2,2.56,3.14,3.45,NA,NA,NA,NA
"Gnbmg63o/","/soccer/spain/primera-division-2011-2012/barcelona-levante-Gnbmg63o/",TRUE,2011-12-03,"SP1","2012","spain","Barcelona","Levante",5,0,1.09,15,41,NA,NA,NA,NA
"h85aKAx8/","/soccer/england/premier-league-2011-2012/blackburn-swansea-h85aKAx8/",FALSE,2011-12-03,"E0","2012","england","Blackburn","Swansea",4,2,2.12,3.6,4,NA,NA,NA,NA
"hIESeAli/","/soccer/france/ligue-1-2011-2012/evian-tg-valenciennes-hIESeAli/",TRUE,2011-12-03,"F1","2012","france","Evian Thonon Gaillard","Valenciennes",2,1,3.1,3,2.88,NA,NA,NA,NA
"K6Zbvfrn/","/soccer/germany/bundesliga-2011-2012/freiburg-hannover-K6Zbvfrn/",TRUE,2011-12-03,"D1","2012","germany","SC Freiburg","Hannover 96",1,1,2.25,3.8,3.42,NA,NA,NA,NA
"lnNByhS4/","/soccer/germany/bundesliga-2011-2012/wolfsburg-mainz-lnNByhS4/",TRUE,2011-12-03,"D1","2012","germany","VfL Wolfsburg","Mainz",2,2,2.7,3.6,2.85,NA,NA,NA,NA
"MuTBdFDh/","/soccer/england/premier-league-2011-2012/manchester-city-norwich-MuTBdFDh/",FALSE,2011-12-03,"E0","2012","england","Manchester City","Norwich City",5,1,1.2,8.19,20,NA,NA,NA,NA
"nZWxLWsO/","/soccer/germany/bundesliga-2011-2012/bayern-munich-werder-bremen-nZWxLWsO/",TRUE,2011-12-03,"D1","2012","germany","Bayern Munich","Werder Bremen",4,1,1.3,6.5,12.11,NA,NA,NA,NA
"pUbM5Lg4/","/soccer/italy/serie-a-2011-2012/napoli-lecce-pUbM5Lg4/",TRUE,2011-12-03,"I1","2012","italy","Napoli","Lecce",4,2,1.41,5,10.43,NA,NA,NA,NA
"pzzkwhDU/","/soccer/england/premier-league-2011-2012/aston-villa-manchester-united-pzzkwhDU/",FALSE,2011-12-03,"E0","2012","england","Aston Villa","Manchester Utd",0,1,6.2,4.09,1.67,NA,NA,NA,NA
"reHKfgr5/","/soccer/england/premier-league-2011-2012/qpr-west-brom-reHKfgr5/",FALSE,2011-12-03,"E0","2012","england","QPR","West Brom",1,1,2.34,3.45,3.45,NA,NA,NA,NA
"Sz7ug8Y9/","/soccer/france/ligue-1-2011-2012/nice-rennes-Sz7ug8Y9/",TRUE,2011-12-03,"F1","2012","france","Nice","Stade Rennes",2,0,3.05,3.1,2.88,NA,NA,NA,NA
"tMN7xYCb/","/soccer/germany/bundesliga-2011-2012/vfb-stuttgart-koln-tMN7xYCb/",FALSE,2011-12-03,"D1","2012","germany","VfB Stuttgart","FC Cologne",2,2,1.65,4.5,6.6,NA,NA,NA,NA
"WfpOzCsB/","/soccer/germany/bundesliga-2011-2012/b-monchengladbach-dortmund-WfpOzCsB/",TRUE,2011-12-03,"D1","2012","germany","Borussia Monchengladbach","Borussia Dortmund",1,1,4.4,3.7,1.96,NA,NA,NA,NA
"0GTSokdI/","/soccer/spain/primera-division-2011-2012/granada-cf-zaragoza-0GTSokdI/",FALSE,2011-12-04,"SP1","2012","spain","Granada","Real Zaragoza",1,0,2.04,3.5,4.3,NA,NA,NA,NA
